Accident_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Casualty_Severity,Car_Passenger
A201201CP00334,1,1,1,2,41,3,0
A201201CP00338,2,1,1,1,44,3,0
A201201CP00340,1,1,1,1,38,3,0
A201201CP00341,1,1,1,1,35,3,0
A201201CP00343,1,1,1,1,58,3,0
A201201CP00344,2,1,1,1,42,3,0
A201201CP00347,2,1,1,1,36,3,0
A201201CP00349,2,1,1,1,38,3,0
A201201CP00351,2,1,1,1,45,3,0
A201201CP00354,2,1,1,1,39,3,0
A201201CP00356,1,1,1,1,28,3,0
A201201CP00357,2,1,1,1,19,3,0
A201201CP00358,2,1,1,2,48,3,0
A201201CP00359,1,1,1,2,48,3,0
A201201CP00361,2,1,1,2,27,2,0
A201201CP00364,2,1,1,1,39,3,0
A201201CP00365,2,1,1,1,34,3,0
A201201CP00366,1,1,1,1,26,3,0
A201201CP00368,2,1,1,1,63,3,0
A201201CP00369,1,1,2,2,30,3,2
A201201CP00371,1,1,1,1,65,3,0
A201201CP00372,1,1,1,1,29,2,0
A201201CP00374,1,1,1,1,33,2,0
A201201CP00378,1,1,1,1,27,2,0
A201201CP00383,2,1,1,1,39,3,0
A201201CP00385,1,1,1,1,32,3,0
A201201CP00386,2,1,1,1,32,3,0
A201201CP00387,2,1,1,2,30,3,0
A201201CP00389,2,1,1,1,-1,3,0
A201201CP00390,1,1,1,1,41,3,0
A201201CP00391,2,1,1,2,25,3,0
A201201CP00392,2,1,1,1,32,3,0
A201201CP00393,2,1,1,1,45,2,0
A201201CP00395,2,1,1,1,56,3,0
A201201CP00396,2,1,1,2,76,3,0
A201201CP00397,2,1,1,1,57,3,0
A201201CP00401,2,1,1,2,24,3,0
A201201CP00402,1,1,1,2,28,3,0
A201201CP00402,2,2,1,1,63,3,0
A201201CP00405,2,1,1,1,44,3,0
A201201CW10003,1,1,1,1,45,3,0
A201201CW10004,1,1,1,1,30,3,0
A201201CW10006,2,1,1,1,28,2,0
A201201CW10007,2,1,1,1,38,3,0
A201201CW10008,1,1,1,1,40,2,0
A201201CW10012,2,1,1,1,-1,3,0
A201201CW10013,2,1,1,1,25,2,0
A201201CW10016,1,1,1,2,28,3,0
A201201CW10018,1,1,1,1,29,2,0
A201201CW10020,2,1,1,1,45,3,0
A201201CW10024,2,1,1,1,45,3,0
A201201CW10026,1,1,1,1,67,3,0
A201201CW10028,2,1,1,1,34,3,0
A201201CW10029,2,1,1,1,28,3,0
A201201CW10030,2,1,1,2,35,3,0
A201201CW10032,2,1,1,1,22,3,0
A201201CW10033,1,1,1,1,56,3,0
A201201CW10034,1,1,1,1,26,2,0
A201201CW10037,1,1,1,1,35,3,0
A201201CW10042,1,1,1,1,24,3,0
A201201CW10044,2,1,1,2,35,3,0
A201201CW10045,2,1,1,1,38,3,0
A201201CW10046,2,1,1,1,43,3,0
A201201CW10047,1,1,1,1,49,3,0
A201201CW10047,1,2,2,2,37,3,1
A201201CW10050,2,1,1,1,25,3,0
A201201CW10052,2,1,1,1,24,3,0
A201201CW10053,1,1,1,1,31,3,0
A201201CW10060,2,1,1,1,42,3,0
A201201CW10063,1,1,1,1,54,3,0
A201201CW10066,2,1,1,1,51,3,0
A201201CW10068,1,1,1,1,40,3,0
A201201CW10072,2,1,1,1,24,3,0
A201201CW10073,2,1,1,2,34,3,0
A201201CW10076,1,1,1,1,48,3,0
A201201CW10078,1,1,1,1,22,3,0
A201201CW10080,2,1,1,1,35,2,0
A201201CW10083,2,1,1,1,65,3,0
A201201CW10085,2,1,1,1,45,3,0
A201201CW10088,1,1,1,1,34,3,0
A201201CW10089,1,1,1,1,36,3,0
A201201CW10093,2,1,1,1,29,3,0
A201201CW10094,1,1,1,1,27,3,0
A201201CW10096,1,1,1,1,25,3,0
A201201CW10098,1,1,1,1,37,3,0
A201201CW10099,2,1,1,1,30,3,0
A201201CW10100,2,1,1,1,47,3,0
A201201CW10102,1,1,1,1,20,3,0
A201201CW10104,1,1,1,1,39,3,0
A201201CW10107,1,1,1,1,51,3,0
A201201CW10108,2,1,1,1,32,3,0
A201201CW10112,1,1,1,1,30,3,0
A201201CW10112,1,2,2,1,24,3,0
A201201CW10114,1,1,1,1,59,3,0
A201201CW10115,1,1,1,1,37,3,0
A201201CW10116,2,1,1,1,20,3,0
A201201CW10118,1,1,1,1,30,3,0
A201201CW10123,1,1,1,2,42,3,0
A201201CW10126,2,1,1,1,55,3,0
A201201CW10126,2,2,2,1,24,3,0
A201201CW10128,2,1,1,1,-1,3,0
A201201CW10131,1,1,1,1,68,3,0
A201201CW10133,2,1,1,1,33,3,0
A201201CW10135,1,1,1,1,19,3,0
A201201CW10136,2,1,1,1,27,3,0
A201201CW10143,1,1,1,1,33,3,0
A201201CW10143,2,2,1,1,57,3,0
A201201CW10143,2,3,2,2,23,3,0
A201201CW10146,1,1,1,1,74,3,0
A201201CW10146,1,2,2,2,47,3,1
A201201CW10149,1,1,1,1,34,3,0
A201201CW10152,2,1,1,1,27,3,0
A201201CW10155,2,1,1,1,24,3,0
A201201CW10159,2,1,1,1,30,3,0
A201201CW10160,1,1,1,1,37,3,0
A201201CW10160,1,3,3,1,55,3,0
A201201CW10160,2,2,1,1,28,3,0
A201201CW10161,2,1,1,2,-1,3,0
A201201CW10161,2,2,2,2,35,3,0
A201201CW10163,1,1,1,2,30,3,0
A201201CW10165,2,1,1,2,22,3,0
A201201CW10166,1,1,1,2,19,3,0
A201201CW10166,1,2,2,2,20,3,1
A201201CW10169,2,1,1,1,41,3,0
A201201CW10171,1,1,1,2,27,3,0
A201201CW10171,1,2,2,2,21,3,1
A201201CW10177,1,1,2,1,23,3,2
A201201CW10181,2,1,1,1,37,3,0
A201201CW10183,2,1,1,1,40,2,0
A201201CW10184,2,1,1,2,45,3,0
A201201CW10185,1,1,1,1,27,3,0
A201201CW10189,1,1,1,1,29,3,0
A201201CW10190,2,1,1,1,38,3,0
A201201CW10193,2,1,1,2,29,3,0
A201201CW10196,2,1,1,1,25,3,0
A201201CW10198,1,1,1,1,45,3,0
A201201CW10199,1,1,1,1,52,3,0
A201201CW10200,1,1,1,1,26,3,0
A201201CW10201,1,1,2,2,30,3,2
A201201CW10201,1,2,2,2,27,3,2
A201201CW10204,2,1,1,2,26,3,0
A201201CW10206,1,1,1,1,35,3,0
A201201CW10209,1,1,1,1,38,3,0
A201201CW10211,1,1,2,2,69,3,1
A201201CW10212,1,1,1,1,37,3,0
A201201CW10214,2,1,1,1,26,3,0
A201201CW10215,1,1,1,1,30,3,0
A201201CW10215,1,2,2,2,17,3,1
A201201CW10216,1,1,1,1,38,2,0
A201201CW10217,1,1,1,1,39,3,0
A201201CW10217,1,2,2,2,29,3,1
A201201CW10219,1,1,1,1,21,3,0
A201201CW10220,1,1,1,1,26,3,0
A201201CW10221,2,1,2,1,24,3,0
A201201CW10224,1,1,1,1,29,3,0
A201201CW10226,1,1,1,1,28,3,0
A201201CW10228,1,1,1,1,33,3,0
A201201CW10229,1,1,1,1,41,3,0
A201201CW10231,2,1,1,1,31,3,0
A201201CW10233,2,1,1,1,21,3,0
A201201CW10237,2,1,1,1,31,3,0
A201201CW10240,2,1,1,1,33,3,0
A201201CW10243,1,1,1,2,22,3,0
A201201CW10245,2,1,1,1,-1,3,0
A201201CW10247,1,1,1,2,46,2,0
A201201CW10248,1,1,1,1,33,3,0
A201201CW10249,2,1,1,1,47,3,0
A201201CW10252,1,1,1,2,28,3,0
A201201CW10253,1,1,1,1,27,3,0
A201201CW10255,1,1,1,1,54,3,0
A201201CW10259,2,1,1,1,23,3,0
A201201CW10266,1,1,1,1,23,3,0
A201201CW10269,2,1,1,1,-1,3,0
A201201CW10270,1,1,1,1,34,3,0
A201201CW10270,1,2,2,2,41,3,1
A201201CW10273,2,1,1,1,56,3,0
A201201CW10277,2,1,1,1,25,3,0
A201201CW10278,1,1,1,1,43,3,0
A201201CW10279,1,1,2,2,31,3,2
A201201CW10279,1,2,2,1,23,3,2
A201201CW10279,2,3,2,2,23,3,2
A201201CW10280,2,1,1,1,51,3,0
A201201CW10282,1,1,1,1,28,3,0
A201201CW10284,2,1,1,1,46,3,0
A201201CW10287,1,1,1,1,32,3,0
A201201CW10288,1,1,1,1,38,3,0
A201201CW10289,2,1,1,1,22,3,0
A201201CW10290,2,1,1,1,21,3,0
A201201CW10291,2,1,1,1,41,3,0
A201201CW10293,1,1,1,1,35,3,0
A201201CW10294,1,1,1,1,71,3,0
A201201CW10297,1,1,1,2,25,3,0
A201201CW10298,1,1,1,2,30,3,0
A201201CW10299,2,1,1,1,-1,3,0
A201201CW10305,1,1,1,1,53,3,0
A201201CW10310,2,1,1,2,30,3,0
A201201CW10314,1,1,1,2,25,3,0
A201201CW10317,1,1,1,2,46,3,0
A201201CW10318,2,1,1,1,53,3,0
A201201CW10324,2,1,1,1,47,3,0
A201201CW10328,2,1,1,1,39,3,0
A201201CW10336,2,1,1,1,21,3,0
A201201CW10338,2,1,2,2,-1,3,1
A201201CW10342,1,1,1,1,20,3,0
A201201CW10344,2,1,1,1,39,3,0
A201201CW10347,1,1,1,2,24,3,0
A201201CW10348,1,1,1,1,33,3,0
A201201CW10349,1,1,1,1,22,3,0
A201201CW10353,1,1,1,1,44,3,0
A201201CW10354,2,1,1,1,40,3,0
A201201CW10357,1,1,1,1,24,3,0
A201201CW10357,1,3,2,1,26,3,1
A201201CW10357,1,4,2,1,22,3,2
A201201CW10357,2,2,1,1,30,3,0
A201201CW10362,2,1,1,1,22,3,0
A201201CW10363,1,1,1,2,32,3,0
A201201CW10364,2,1,1,1,29,3,0
A201201CW10365,1,1,1,1,35,3,0
A201201CW10369,1,1,1,1,25,3,0
A201201CW10370,2,1,1,2,24,3,0
A201201CW10376,1,1,1,1,36,3,0
A201201CW10385,1,1,1,1,39,3,0
A201201CW10386,1,1,1,1,44,3,0
A201201CW10387,1,1,1,1,25,3,0
A201201CW10390,1,1,1,1,43,3,0
A201201CW10390,1,2,2,2,40,3,1
A201201CW10391,1,1,1,2,51,3,0
A201201CW10392,1,1,1,2,51,3,0
A201201CW10396,1,1,1,1,-1,3,0
A201201CW10397,1,1,1,1,29,3,0
A201201CW10397,1,3,2,2,35,3,1
A201201CW10397,2,2,1,1,50,3,0
A201201CW10398,2,1,1,2,23,3,0
A201201CW10400,1,1,1,1,26,3,0
A201201CW10404,1,1,1,1,18,3,0
A201201CW10405,2,1,1,1,49,3,0
A201201CW10408,1,1,1,1,55,3,0
A201201CW10414,1,1,1,1,51,3,0
A201201CW10414,2,2,1,1,18,3,0
A201201CW10417,1,1,2,2,7,3,2
A201201CW10418,1,1,1,1,38,3,0
A201201CW10419,1,1,1,2,46,3,0
A201201CW10422,1,1,1,1,19,3,0
A201201CW10428,1,1,1,1,41,3,0
A201201CW10429,2,1,1,1,52,2,0
A201201CW10435,1,1,1,1,29,3,0
A201201CW10438,1,1,1,1,22,3,0
A201201CW10439,1,1,1,1,40,3,0
A201201CW10443,1,1,1,1,36,3,0
A201201CW10443,1,2,2,2,36,3,1
A201201CW10445,2,1,1,1,35,3,0
A201201CW10446,2,1,1,1,-1,3,0
A201201CW10447,2,1,1,1,34,3,0
A201201CW10449,2,1,1,1,21,3,0
A201201CW10450,1,1,1,1,37,2,0
A201201CW10454,1,1,1,1,29,3,0
A201201CW10454,1,2,2,2,30,3,1
A201201CW10460,1,1,1,1,37,3,0
A201201CW10461,1,1,1,1,43,3,0
A201201CW10470,2,1,1,1,49,3,0
A201201CW10471,2,1,1,1,27,3,0
A201201CW10476,1,1,1,1,43,3,0
A201201CW10477,2,1,1,2,29,3,0
A201201CW10480,1,1,1,1,40,2,0
A201201CW10481,1,1,1,1,24,3,0
A201201CW10483,2,1,1,1,58,3,0
A201201CW10484,2,1,1,1,31,3,0
A201201CW10487,1,1,1,1,41,3,0
A201201CW10490,1,1,1,1,33,3,0
A201201CW10493,2,1,1,1,23,3,0
A201201CW10494,1,1,1,1,64,3,0
A201201CW10494,1,2,2,2,65,2,2
A201201CW10499,1,1,1,1,19,2,0
A201201CW10501,2,1,1,2,34,3,0
A201201CW10502,1,1,1,1,26,3,0
A201201CW10510,1,1,1,1,25,3,0
A201201CW10511,1,1,1,2,44,3,0
A201201CW10513,2,1,1,1,47,3,0
A201201CW10516,2,1,1,1,33,3,0
A201201CW10517,1,1,1,1,55,3,0
A201201CW10521,2,1,1,1,26,3,0
A201201CW10523,1,1,1,1,26,3,0
A201201CW10526,1,1,1,1,46,3,0
A201201CW10527,2,1,2,2,79,3,2
A201201CW10529,2,1,1,1,59,2,0
A201201CW10530,2,1,1,1,25,3,0
A201201CW10531,1,1,1,1,50,3,0
A201201CW10531,2,2,2,1,27,3,1
A201201CW10531,2,3,1,1,43,3,0
A201201CW10535,2,1,1,1,31,3,0
A201201CW10537,1,1,1,1,26,3,0
A201201CW10549,1,1,1,1,41,3,0
A201201CW10554,2,1,1,1,51,3,0
A201201CW10555,2,1,1,2,33,3,0
A201201CW10556,1,1,1,1,32,3,0
A201201CW10557,2,1,1,1,28,3,0
A201201CW10561,2,1,1,1,49,3,0
A201201CW10562,2,1,1,1,25,3,0
A201201CW10564,2,1,1,1,41,3,0
A201201CW10565,1,1,1,2,58,3,0
A201201CW10569,2,1,1,1,20,3,0
A201201CW10570,1,1,1,1,36,3,0
A201201CW10573,1,1,1,2,25,3,0
A201201CW10576,1,1,1,1,49,3,0
A201201CW10578,2,1,1,1,28,3,0
A201201CW10580,2,1,1,1,26,3,0
A201201CW10585,1,1,1,1,33,3,0
A201201CW10590,1,1,1,2,34,3,0
A201201CW10595,2,1,1,1,37,3,0
A201201CW10596,2,1,1,1,48,3,0
A201201CW10597,1,1,1,2,32,3,0
A201201CW10602,1,1,1,1,34,3,0
A201201CW10602,2,2,1,1,57,3,0
A201201CW10603,2,1,1,1,39,2,0
A201201CW10606,2,1,1,1,45,3,0
A201201CW10607,1,1,1,1,-1,3,0
A201201CW10611,2,1,1,1,39,3,0
A201201CW10612,2,1,1,1,42,3,0
A201201CW10614,1,1,1,1,25,3,0
A201201CW10616,1,1,1,1,29,2,0
A201201CW10616,2,2,1,1,29,3,0
A201201CW10619,2,1,1,1,33,3,0
A201201CW10620,2,1,1,1,37,3,0
A201201CW10622,2,1,1,1,36,3,0
A201201CW10625,2,1,1,1,23,3,0
A201201CW10629,1,1,1,1,33,3,0
A201201CW10631,1,1,1,1,58,3,0
A201201CW10640,2,1,1,1,21,3,0
A201201CW10643,2,1,2,1,53,3,2
A201201CW10644,1,1,1,2,42,3,0
A201201CW10646,2,1,1,1,25,3,0
A201201CW10647,1,1,1,2,27,3,0
A201201CW10648,1,1,1,2,49,3,0
A201201CW10652,2,1,1,1,25,2,0
A201201CW10655,2,1,1,1,25,3,0
A201201CW10662,1,1,1,2,56,3,0
A201201CW10665,2,1,1,2,34,3,0
A201201CW10666,1,1,1,1,38,2,0
A201201CW10667,2,1,1,1,25,3,0
A201201CW10668,1,1,1,1,39,3,0
A201201CW10673,2,1,1,1,-1,3,0
A201201CW10674,1,1,1,1,-1,3,0
A201201CW10677,2,1,1,2,56,3,0
A201201CW10689,2,1,1,1,33,3,0
A201201CW10691,2,1,1,1,32,3,0
A201201CW10693,2,1,1,1,38,3,0
A201201CW10694,2,1,1,1,37,3,0
A201201CW10698,1,1,1,1,27,3,0
A201201CW10699,2,1,1,2,32,3,0
A201201CW10700,1,1,1,1,-1,3,0
A201201CW10702,2,1,1,1,25,3,0
A201201CW10703,1,1,1,1,24,3,0
A201201CW10707,2,1,1,1,49,3,0
A201201CW10710,1,1,1,1,32,3,0
A201201CW10712,1,1,1,1,24,3,0
A201201CW10714,2,1,1,1,20,3,0
A201201CW10715,1,1,1,1,39,3,0
A201201CW10716,2,1,1,1,25,3,0
A201201CW10717,2,1,1,1,36,3,0
A201201CW10718,1,1,1,1,31,3,0
A201201CW10720,1,1,1,1,33,3,0
A201201CW10723,1,1,1,1,35,3,0
A201201CW10725,2,1,1,1,23,3,0
A201201CW10732,2,1,1,1,33,3,0
A201201CW10733,2,1,1,1,-1,2,0
A201201CW10734,1,1,1,1,34,2,0
A201201CW10735,1,1,1,1,26,3,0
A201201CW10736,1,1,1,1,51,3,0
A201201CW10737,1,1,1,1,17,3,0
A201201CW10740,2,1,1,1,44,3,0
A201201CW10741,1,1,1,1,24,3,0
A201201CW10742,2,1,1,1,26,3,0
A201201CW10744,2,1,1,1,31,3,0
A201201CW10745,1,1,1,1,30,3,0
A201201CW10746,1,1,1,1,41,3,0
A201201CW10747,1,1,1,1,23,3,0
A201201CW10748,1,1,1,1,37,3,0
A201201CW10748,1,2,2,1,37,3,1
A201201CW10748,1,3,2,1,39,3,2
A201201CW10752,2,1,1,2,32,3,0
A201201CW10753,1,1,1,2,28,3,0
A201201CW10753,1,2,2,2,24,3,1
A201201CW10756,2,1,1,1,39,3,0
A201201CW10760,1,1,1,1,37,3,0
A201201CW10762,2,1,1,1,35,2,0
A201201CW10766,1,1,1,1,-1,2,0
A201201CW10769,1,1,1,1,21,3,0
A201201CW10770,2,1,1,1,43,3,0
A201201CW10771,2,1,1,1,29,3,0
A201201CW10773,2,1,1,1,51,3,0
A201201CW10774,2,1,1,2,35,3,0
A201201CW10776,1,1,1,1,55,3,0
A201201CW10777,2,1,1,1,50,3,0
A201201CW10778,1,1,1,1,38,3,0
A201201CW10779,1,2,1,1,-1,3,0
A201201CW10779,2,1,1,2,-1,3,0
A201201CW10781,1,1,1,1,43,3,0
A201201CW10781,2,2,1,1,64,3,0
A201201CW10786,2,1,1,1,23,3,0
A201201CW10787,2,1,1,1,40,3,0
A201201CW10789,1,1,1,2,83,3,0
A201201CW10789,2,2,1,1,16,3,0
A201201CW10791,1,1,1,1,-1,3,0
A201201CW10792,1,1,1,2,31,3,0
A201201CW10793,2,1,1,1,24,3,0
A201201CW10794,1,1,1,1,31,3,0
A201201CW10797,1,1,3,1,43,3,0
A201201CW10801,1,1,3,2,50,3,0
A201201CW10802,2,1,1,1,37,2,0
A201201CW10806,2,1,1,1,45,3,0
A201201CW10807,1,1,1,1,69,3,0
A201201CW10807,1,2,2,2,38,3,2
A201201CW10809,1,1,1,1,37,3,0
A201201CW10810,2,1,1,1,43,3,0
A201201CW10812,1,1,1,1,39,3,0
A201201CW10814,2,1,1,1,30,3,0
A201201CW10815,1,1,1,1,28,3,0
A201201CW10817,2,1,1,1,25,3,0
A201201CW10821,2,1,1,2,32,3,0
A201201CW10822,1,1,1,1,19,3,0
A201201CW10823,2,1,1,1,60,3,0
A201201CW10825,2,1,1,1,32,2,0
A201201CW10827,1,1,1,2,37,3,0
A201201CW10829,2,1,1,1,21,3,0
A201201CW10830,2,1,1,1,51,3,0
A201201CW10831,2,1,1,2,23,2,0
A201201CW10836,2,1,1,2,26,3,0
A201201CW10840,1,1,1,2,23,3,0
A201201CW10842,1,1,1,1,26,3,0
A201201CW10847,1,1,1,1,45,3,0
A201201CW10850,2,1,1,1,29,3,0
A201201CW10851,2,1,1,2,33,3,0
A201201CW10853,1,1,1,1,28,3,0
A201201CW10854,2,1,1,1,29,3,0
A201201CW10855,2,1,1,1,50,3,0
A201201CW10856,2,1,1,1,26,3,0
A201201CW10860,1,1,1,1,46,3,0
A201201CW10861,1,1,1,1,33,3,0
A201201CW10863,1,1,1,1,37,3,0
A201201CW10864,1,1,1,1,30,3,0
A201201CW10872,1,1,1,1,43,3,0
A201201CW10874,2,1,1,1,29,3,0
A201201CW10879,1,1,1,1,52,3,0
A201201CW10880,1,1,1,1,39,3,0
A201201CW10881,1,1,1,1,42,3,0
A201201CW10884,2,1,1,1,41,3,0
A201201CW10889,1,1,1,2,37,3,0
A201201CW10890,1,1,1,1,17,3,0
A201201CW10892,1,1,1,1,61,3,0
A201201CW10893,1,1,1,2,34,3,0
A201201CW10894,2,1,1,2,26,3,0
A201201CW10895,2,1,1,2,20,3,0
A201201CW10897,1,1,1,1,48,3,0
A201201CW10898,2,1,1,1,62,2,0
A201201CW10900,1,1,1,2,27,3,0
A201201CW10900,1,2,2,1,42,3,1
A201201CW10902,1,1,1,2,33,2,0
A201201CW10904,1,1,1,2,29,3,0
A201201CW10904,2,2,1,1,52,3,0
A201201CW10906,1,1,1,2,33,3,0
A201201CW10907,2,1,1,1,21,3,0
A201201CW10908,2,1,1,2,30,3,0
A201201CW10913,1,1,1,1,49,3,0
A201201CW10921,1,1,3,1,27,3,0
A201201CW10924,1,1,1,1,37,3,0
A201201CW10926,2,1,1,1,31,3,0
A201201CW10929,2,1,2,2,40,3,1
A201201CW10930,1,1,1,1,34,2,0
A201201CW10930,1,2,2,2,-1,3,1
A201201CW10932,1,1,1,2,31,3,0
A201201CW10935,1,1,2,2,30,3,1
A201201CW10937,1,1,1,2,21,3,0
A201201CW10944,2,1,1,1,29,2,0
A201201CW10948,2,1,1,2,57,3,0
A201201CW10949,1,1,1,2,36,3,0
A201201CW10949,1,2,2,1,16,3,1
A201201CW10952,2,1,1,1,27,3,0
A201201CW10954,1,1,1,1,20,3,0
A201201CW10959,1,1,1,1,45,3,0
A201201CW10960,1,1,1,1,40,3,0
A201201CW10961,2,1,1,1,38,3,0
A201201CW10964,1,1,1,2,37,3,0
A201201CW10966,1,1,1,2,37,3,0
A201201CW10968,1,1,1,1,39,3,0
A201201CW10969,2,1,1,1,32,3,0
A201201CW10970,2,1,1,1,29,3,0
A201201CW10971,1,1,1,1,60,3,0
A201201CW10972,1,1,1,1,36,3,0
A201201CW10973,1,1,1,1,35,3,0
A201201CW10974,2,1,1,1,24,3,0
A201201CW10979,2,1,1,1,50,3,0
A201201CW10981,2,1,1,1,45,2,0
A201201CW10983,1,1,1,1,45,3,0
A201201CW10985,2,1,1,1,31,3,0
A201201CW10986,2,1,1,2,33,3,0
A201201CW10987,1,1,1,2,37,3,0
A201201CW10990,2,1,1,1,25,3,0
A201201CW10992,1,1,1,1,-1,3,0
A201201CW10993,2,1,1,1,53,3,0
A201201CW10994,2,1,1,1,27,2,0
A201201CW10996,1,1,2,1,-1,3,2
A201201CW10998,1,1,1,1,44,3,0
A201201CW11000,2,1,1,1,25,3,0
A201201CW11003,2,1,1,2,28,3,0
A201201CW11004,2,1,1,1,32,3,0
A201201CW11005,1,1,1,2,33,3,0
A201201CW11006,1,1,1,1,30,3,0
A201201CW11007,1,1,1,1,-1,3,0
A201201CW11008,2,1,1,2,32,3,0
A201201CW11010,2,1,1,1,49,3,0
A201201CW11011,2,1,1,1,40,3,0
A201201CW11012,1,1,1,1,18,3,0
A201201CW11013,2,1,1,1,13,3,0
A201201CW11014,1,1,1,1,44,3,0
A201201CW11014,1,2,2,2,25,3,2
A201201CW11015,2,1,1,1,31,3,0
A201201CW11016,1,1,1,1,46,3,0
A201201CW11017,1,1,1,1,36,3,0
A201201CW11018,2,1,1,1,35,3,0
A201201CW11019,2,1,1,2,26,3,0
A201201CW11022,2,1,1,1,67,3,0
A201201CW11022,2,2,2,1,66,3,1
A201201CW11024,1,1,1,1,32,3,0
A201201CW11027,1,1,1,1,37,3,0
A201201CW11027,2,2,1,1,50,3,0
A201201CW11029,2,1,1,1,23,3,0
A201201CW11031,1,1,1,1,35,3,0
A201201CW11033,1,1,1,1,55,3,0
A201201CW11048,2,1,1,1,38,2,0
A201201CW11049,1,1,1,1,42,3,0
A201201CW11050,1,1,1,1,39,3,0
A201201CW11051,2,1,1,1,30,3,0
A201201CW11056,2,1,1,1,27,3,0
A201201CW11057,1,1,1,2,31,3,0
A201201CW11058,2,1,1,1,-1,3,0
A201201CW11059,1,1,1,2,25,3,0
A201201CW11061,2,1,1,1,49,3,0
A201201CW11064,1,1,1,1,41,3,0
A201201CW11064,1,2,2,1,22,3,1
A201201CW11068,1,1,1,1,35,3,0
A201201CW11069,2,1,1,1,38,3,0
A201201CW11072,2,1,1,1,32,3,0
A201201CW11072,2,2,2,2,29,3,0
A201201CW11074,1,1,1,1,32,3,0
A201201CW11075,2,1,1,1,61,3,0
A201201CW11076,1,1,2,1,52,3,2
A201201CW11077,2,1,1,1,40,3,0
A201201CW11078,1,1,1,1,39,3,0
A201201CW11079,1,1,1,1,31,3,0
A201201CW11084,2,1,1,2,38,3,0
A201201CW11085,1,1,1,1,48,3,0
A201201CW11085,2,2,1,2,46,3,0
A201201CW11085,2,3,2,1,40,3,1
A201201CW11085,2,4,2,1,-1,3,2
A201201CW11086,1,1,1,1,39,3,0
A201201CW11087,2,1,1,1,40,3,0
A201201CW11090,2,1,1,2,46,3,0
A201201CW11092,2,1,1,1,31,3,0
A201201CW11097,2,1,1,1,27,3,0
A201201CW11099,1,1,1,1,23,3,0
A201201CW11101,1,1,1,1,58,3,0
A201201CW11103,2,1,1,1,34,3,0
A201201CW11104,2,1,1,1,32,3,0
A201201CW11105,1,1,1,1,27,3,0
A201201CW11107,2,1,1,1,23,3,0
A201201CW11111,1,1,1,1,39,3,0
A201201CW11111,1,2,2,1,28,3,0
A201201CW11113,2,1,1,1,44,3,0
A201201CW11118,1,1,1,1,37,3,0
A201201CW11119,1,1,1,1,32,3,0
A201201CW11120,1,1,1,1,37,3,0
A201201CW11122,2,1,1,1,35,3,0
A201201CW11123,1,1,1,1,26,3,0
A201201CW11124,2,1,1,1,48,3,0
A201201CW11132,1,1,1,1,44,3,0
A201201CW11136,1,1,1,1,31,3,0
A201201CW11138,1,1,1,1,-1,3,0
A201201CW11139,2,1,1,1,53,3,0
A201201CW11141,2,1,1,1,44,3,0
A201201CW11143,2,1,1,1,-1,3,0
A201201CW11145,1,1,1,1,29,3,0
A201201CW11145,2,2,1,1,49,3,0
A201201CW11146,1,1,1,1,28,3,0
A201201CW11149,2,1,1,1,20,3,0
A201201CW11150,1,1,1,1,48,3,0
A201201CW11150,2,2,1,1,45,3,0
A201201CW11151,1,1,1,2,28,3,0
A201201CW11155,1,1,1,1,39,3,0
A201201CW11155,2,2,1,1,62,3,0
A201201CW11157,1,1,2,2,79,3,2
A201201CW11161,2,1,1,1,30,2,0
A201201CW11163,1,1,1,1,36,3,0
A201201CW11169,1,1,1,1,22,3,0
A201201CW11171,1,1,1,1,24,3,0
A201201CW11171,1,2,2,1,20,3,2
A201201CW11172,1,1,1,1,44,3,0
A201201CW11173,1,1,1,1,24,3,0
A201201CW11173,2,2,2,2,-1,3,1
A201201CW11173,2,3,1,2,25,3,0
A201201CW11179,2,1,1,1,24,2,0
A201201CW11180,1,1,1,1,45,3,0
A201201CW11181,1,1,1,1,25,3,0
A201201CW11182,2,1,1,1,29,3,0
A201201CW11191,2,1,1,2,25,3,0
A201201CW11194,1,1,2,2,75,3,2
A201201CW11195,1,1,1,1,41,3,0
A201201CW11196,1,1,1,1,27,3,0
A201201CW11198,2,1,1,1,17,3,0
A201201CW11200,1,1,1,2,28,3,0
A201201CW11201,1,1,1,1,28,2,0
A201201CW11203,1,1,1,1,36,3,0
A201201CW11204,1,1,1,1,50,3,0
A201201CW11205,2,1,2,1,58,3,2
A201201CW11205,2,2,2,2,54,3,2
A201201CW11212,2,1,1,1,25,3,0
A201201CW11214,1,1,1,1,53,3,0
A201201CW11215,1,1,1,1,83,3,0
A201201CW11216,2,1,1,1,44,3,0
A201201CW11219,1,1,1,1,25,3,0
A201201CW11223,1,1,1,1,41,3,0
A201201CW11224,1,1,1,2,27,3,0
A201201CW11231,1,1,1,1,35,3,0
A201201CW11235,1,1,1,1,48,3,0
A201201CW11235,2,2,1,1,48,3,0
A201201CW11240,2,1,1,1,32,3,0
A201201CW11242,1,1,1,1,33,3,0
A201201CW11243,1,1,1,2,29,3,0
A201201CW11244,1,1,1,1,34,3,0
A201201CW11246,1,1,1,1,62,3,0
A201201CW11246,2,2,1,2,31,3,0
A201201CW11248,2,1,1,2,58,3,0
